Meme Generator Meme Maker,Name,Not Specified
LuLuApp,Name,Not Specified
Google Play Books & Audiobooks,Name,Not Specified
Side - flex jobs & temp work,Name,Not Specified
tellows - Caller ID & Block,Name,Not Specified
"UC Browser-Safe, Fast, Private",Name,Not Specified
Telegram,Name,Not Specified
Puffin Cloud Browser,Name,Not Specified
"UC Mini-Download Video Status ",Name,Not Specified
QQ,Name,Not Specified
Messenger Kids – The Messaging,Name,Not Specified
"Fotka - dating, chat and flirt",Name,Not Specified
Google Home,Name,Not Specified
TeraBox: Cloud Storage Space,Name,Not Specified
Proton Drive: Cloud Storage,Name,Not Specified
ESuper File Explorer,Name,Not Specified
File Manager,Name,Not Specified
RAR,Name,Not Specified
Video Editor & Maker - InShot,Name,Not Specified
Photoshop Express Photo Editor,Name,Not Specified
ToonMe - cartoons from photos,Name,Not Specified
Photo Editor,Name,Not Specified
NewProfilePic: Profile Picture,Name,Not Specified
Film Maker Pro - Movie Maker,Name,Not Specified
File Manager,Name,Not Specified
eBay: Online Shopping Deals,Name,Not Specified
Jack’d - Gay Chat & Dating,Name,Not Specified
noteit widget - by sendit,Name,Not Specified
REALITY-Become an Anime Avatar,Name,Not Specified
RAR,Name,Not Specified
Adobe Express: Graphic Design,Address,Not Specified
Meme Generator Meme Maker,Address,Not Specified
LuLuApp,Address,Not Specified
Google Play Books & Audiobooks,Address,Not Specified
Side - flex jobs & temp work,Address,Not Specified
tellows - Caller ID & Block,Address,Not Specified
Talkatone: Texting & Calling,Address,Not Specified
"UC Browser-Safe, Fast, Private",Address,Not Specified
"Brave Private Web Browser, VPN",Address,Not Specified
Psiphon Pro,Address,Not Specified
Telegram,Address,Not Specified
Puffin Cloud Browser,Address,Not Specified
"UC Mini-Download Video Status ",Address,Not Specified
"Fotka - dating, chat and flirt",Address,Not Specified
Pinterest,Address,Not Specified
Google Home,Address,Not Specified
Bagan - Myanmar Keyboard,Address,Not Specified
File Manager,Address,Not Specified
Solid Explorer File Manager,Address,Not Specified
Proton Drive: Cloud Storage,Address,Not Specified
ESuper File Explorer,Address,Not Specified
Lightroom Photo & Video Editor,Address,Not Specified
Photoshop Express Photo Editor,Address,Not Specified
ToonMe - cartoons from photos,Address,Not Specified
Background Eraser,Address,Not Specified
NewProfilePic: Profile Picture,Address,Not Specified
Film Maker Pro - Movie Maker,Address,Not Specified
eBay: Online Shopping Deals,Address,Not Specified
pixiv,Address,Not Specified
noteit widget - by sendit,Address,Not Specified
REALITY-Become an Anime Avatar,Address,Not Specified
GeForce NOW Cloud Gaming,Address,Not Specified
Namso Gen,Address,Not Specified
Adobe Express: Graphic Design,Email address,Not Specified
LuLuApp,Email address,Not Specified
Google Play Books & Audiobooks,Email address,Not Specified
Talkatone: Texting & Calling,Email address,Not Specified
"UC Browser-Safe, Fast, Private",Email address,Not Specified
Telegram,Email address,Not Specified
"UC Mini-Download Video Status ",Email address,Not Specified
"Fotka - dating, chat and flirt",Email address,Not Specified
Pinterest,Email address,Not Specified
Google Home,Email address,Not Specified
File Manager,Email address,Not Specified
Proton Drive: Cloud Storage,Email address,Not Specified
Background Eraser,Email address,Not Specified
NewProfilePic: Profile Picture,Email address,Not Specified
Film Maker Pro - Movie Maker,Email address,Not Specified
eBay: Online Shopping Deals,Email address,Not Specified
pixiv,Email address,Not Specified
noteit widget - by sendit,Email address,Not Specified
GeForce NOW Cloud Gaming,Email address,Not Specified
Microsoft Teams,Photos,Not Specified
Telegram,Photos,Not Specified
Messenger Kids – The Messaging,Photos,Not Specified
buzzArab Arab & Muslim Dating,Photos,Not Specified
Microsoft OneDrive,Photos,Not Specified
Lightroom Photo & Video Editor,Photos,Not Specified
Open Camera,Photos,Not Specified
ToonMe - cartoons from photos,Photos,Not Specified
NewProfilePic: Profile Picture,Photos,Not Specified
Microsoft Word: Edit Documents,Photos,Not Specified
Microsoft PowerPoint,Photos,Not Specified
Microsoft Excel: Spreadsheets,Photos,Not Specified
Microsoft Outlook,Photos,Not Specified
Microsoft SwiftKey AI Keyboard,Photos,Not Specified
Microsoft OneDrive,Photos,Not Specified
noteit widget - by sendit,Photos,Not Specified
Cx File Explorer,Photos,Not Specified
LuLuApp,Phone number,Not Specified
Google Play Books & Audiobooks,Phone number,Not Specified
tellows - Caller ID & Block,Phone number,Not Specified
Telegram,Phone number,Not Specified
"Fotka - dating, chat and flirt",Phone number,Not Specified
TeraBox: Cloud Storage Space,Phone number,Not Specified
File Manager,Phone number,Not Specified
Film Maker Pro - Movie Maker,Phone number,Not Specified
noteit widget - by sendit,Phone number,Not Specified
REALITY-Become an Anime Avatar,Phone number,Not Specified
GeForce NOW Cloud Gaming,Phone number,Not Specified
Microsoft Teams,Videos,Not Specified
Telegram,Videos,Not Specified
Messenger Kids – The Messaging,Videos,Not Specified
buzzArab Arab & Muslim Dating,Videos,Not Specified
Open Camera,Videos,Not Specified
Microsoft Word: Edit Documents,Videos,Not Specified
Microsoft PowerPoint,Videos,Not Specified
Microsoft Excel: Spreadsheets,Videos,Not Specified
Microsoft Outlook,Videos,Not Specified
Microsoft OneDrive,Videos,Not Specified
Microsoft Teams,Contacts,Not Specified
LinkedIn: Jobs & Business News,Contacts,Not Specified
Telegram,Contacts,Not Specified
Skype,Contacts,Not Specified
"Fotka - dating, chat and flirt",Contacts,Not Specified
Microsoft OneDrive,Contacts,Not Specified
Microsoft Word: Edit Documents,Contacts,Not Specified
Microsoft PowerPoint,Contacts,Not Specified
Microsoft Excel: Spreadsheets,Contacts,Not Specified
Microsoft Outlook,Contacts,Not Specified
Microsoft SwiftKey AI Keyboard,Contacts,Not Specified
Microsoft OneDrive,Contacts,Not Specified
noteit widget - by sendit,Contacts,Not Specified
Psiphon Pro,Emails,Not Specified
Skype,Emails,Not Specified
Microsoft Word: Edit Documents,Emails,Not Specified
Microsoft Outlook,Emails,Not Specified
"SmartCanucks - Flyers, Deals &",Emails,Not Specified
pixiv,Emails,Not Specified
Solid Explorer File Manager,Crash logs,Not Specified
Photo Editor,Precise location,Not Specified
ESuper File Explorer,Installed apps,Not Specified
Chikii-Play PC Games,Installed apps,Not Specified
Cx File Explorer,Installed apps,Not Specified
WKYC Weather,Other info,Not Specified
App,Data Type,Result
MexicanCupid: Mexican Dating,Name,Shared
MySmartE,Name,Shared
Icedrive #Secure Cloud Storage,Name,Shared
Photo Editor Pro - Polish,Name,Shared
Adobe Acrobat Reader: Edit PDF,Name,Shared
PaperColor,Address,Shared
Ulta Beauty: Makeup & Skincare,Address,Shared
LINE: Calls & Messages,Address,Shared
MySmartE,Address,Shared
Photo Editor Pro - Polish,Address,Shared
LINE: Calls & Messages,Email address,Shared
MySmartE,Email address,Shared
Photo Editor Pro - Polish,Email address,Shared
Bazaart Photo Editor & Design,Photos,Shared
Intune Company Portal,Photos,Shared
LINE: Calls & Messages,Phone number,Shared
Intune Company Portal,Videos,Shared
Spdate - meet singles nearby o,Videos,Shared
Intune Company Portal,Contacts,Shared
LINE: Calls & Messages,Contacts,Shared
Intune Company Portal,Emails,Shared
tinyCam Monitor,Crash logs,Shared
Moon+ Reader,Name,Unknown
Microsoft 365 (Office),Name,Unknown
textPlus: Text Message + Call,Name,Unknown
Moon+ Reader,Address,Unknown
A+ Gallery - Photos & Videos,Address,Unknown
textPlus: Text Message + Call,Address,Unknown
A+ Gallery - Photos & Videos,Photos,Unknown
Microsoft 365 (Office),Photos,Unknown
Microsoft 365 (Office),Videos,Unknown
Microsoft 365 (Office),Contacts,Unknown
textPlus: Text Message + Call,Contacts,Unknown
